07:02:00.090 [main] DEBUG	appLog: Program start
07:02:02.297 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : course.price
07:02:02.297 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >>>>>> Starting attribute Attribute(name=price, type=integer [non-identifier])
07:02:02.297 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: <<<<<< Finishing up attribute : Attribute(name=price, type=integer [non-identifier])
07:02:02.297 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : course.pricePerHour
07:02:02.297 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >>>>>> Starting attribute Attribute(name=pricePerHour, type=float [non-identifier])
07:02:02.297 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: <<<<<< Finishing up attribute : Attribute(name=pricePerHour, type=float [non-identifier])
07:02:02.297 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : course.students
07:02:02.297 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Property path deemed to be circular : course.students
07:02:02.297 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : course.studentsCount
07:02:02.297 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >>>>>> Starting attribute Attribute(name=studentsCount, type=integer [non-identifier])
07:02:02.297 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: <<<<<< Finishing up attribute : Attribute(name=studentsCount, type=integer [non-identifier])
07:02:02.297 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : course.subscriptions
07:02:02.297 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Property path deemed to be circular : course.subscriptions
07:02:02.297 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : course.teacher
07:02:02.297 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >>>>>> Starting attribute Attribute(name=teacher, type=entities.Teacher [non-identifier,association])
07:02:02.297 [main] DEBUG	o.h.l.p.b.i.s.QuerySpacesImpl: Adding QuerySpace : uid = <gen:3> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@420cd102]
07:02:02.297 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: <<<<<< Finishing up attribute : Attribute(name=teacher, type=entities.Teacher [non-identifier,association])
07:02:02.297 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : course.type
07:02:02.297 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >>>>>> Starting attribute Attribute(name=type, type=org.hibernate.type.EnumType [non-identifier])
07:02:02.297 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: <<<<<< Finishing up attribute : Attribute(name=type, type=org.hibernate.type.EnumType [non-identifier])
07:02:02.297 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: Popped fetch owner from stack : org.hibernate.loader.plan.build.internal.returns.EntityAttributeFetchImpl@474179fa
07:02:02.298 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: <<<< Finishing up attribute : org.hibernate.persister.walking.internal.CompositionSingularSubAttributesHelper$1$1$1@2abc8034
07:02:02.298 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : student
07:02:02.298 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Property path deemed to be circular : student
07:02:02.298 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: <<<< Finishing composite : key
07:02:02.298 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: Popped fetch owner from stack : org.hibernate.loader.plan.build.internal.returns.EncapsulatedEntityIdentifierDescription@7c0f28f8
07:02:02.298 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: << Finished entity identifier : entities.Subscription
07:02:02.298 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : subscriptionDate
07:02:02.298 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >> Starting attribute Attribute(name=subscriptionDate, type=timestamp [non-identifier])
07:02:02.298 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: << Finishing up attribute : Attribute(name=subscriptionDate, type=timestamp [non-identifier])
07:02:02.298 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: Popped fetch owner from stack : org.hibernate.loader.plan.build.internal.returns.CollectionFetchableElementEntityGraph@1c93b51e
07:02:02.298 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy:  Finished collection element graph : entities.Student.subscriptions
07:02:02.298 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: Popped collection reference from stack : org.hibernate.loader.plan.build.internal.returns.CollectionReturnImpl@7ea2412c
07:02:02.298 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy:  Finished root collection : entities.Student.subscriptions
07:02:02.298 [main] DEBUG	o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy: Building LoadPlan...
07:02:02.298 [main] DEBUG	o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor: processing queryspace <gen:0>
07:02:02.299 [main] DEBUG	o.h.l.p.b.s.LoadPlanTreePrinter: LoadPlan(collection=entities.Student.subscriptions)
    - Returns
       - CollectionReturnImpl(collection=entities.Student.subscriptions, querySpaceUid=<gen:0>, path=[entities.Student.subscriptions])
          - (collection element) CollectionFetchableElementEntityGraph(entity=entities.Subscription, querySpaceUid=<gen:1>, path=[entities.Student.subscriptions].<elements>)
             - (entity id) 
                - EntityAttributeFetchImpl(entity=entities.Course, querySpaceUid=<gen:2>, path=[entities.Student.subscriptions].<elements>.id.course)
                   - EntityAttributeFetchImpl(entity=entities.Teacher, querySpaceUid=<gen:3>, path=[entities.Student.subscriptions].<elements>.id.course.teacher)
    - QuerySpaces
       - CollectionQuerySpaceImpl(uid=<gen:0>, collection=entities.Student.subscriptions)
          - SQL table alias mapping - subscripti0_
          - alias suffix - 0_
          - suffixed key columns - {student_3_2_0_}
          - entity-element alias suffix - 1_
          - 1_entity-element suffixed key columns - course_i2_2_1_, student_3_2_1_
          - JOIN (JoinDefinedByMetadata(elements)) : <gen:0> -> <gen:1>
             - EntityQuerySpaceImpl(uid=<gen:1>, entity=entities.Subscription)
                - SQL table alias mapping - subscripti0_
                - alias suffix - 1_
                - suffixed key columns - {course_i2_2_1_, student_3_2_1_}
                - JOIN (JoinDefinedByMetadata(id)) : <gen:1> -> <gen:1>-id
                   - CompositeQuerySpaceImpl(uid=<gen:1>-id)
                      - SQL table alias mapping - subscripti0_
                      - JOIN (JoinDefinedByMetadata(course)) : <gen:1>-id -> <gen:2>
                         - EntityQuerySpaceImpl(uid=<gen:2>, entity=entities.Course)
                            - SQL table alias mapping - course1_
                            - alias suffix - 2_
                            - suffixed key columns - {id1_0_2_}

07:02:02.299 [main] DEBUG	o.h.l.c.p.CollectionLoader: Static select for collection entities.Student.subscriptions: select subscripti0_.student_id as student_3_2_0_, subscripti0_.course_id as course_i2_2_0_, subscripti0_.course_id as course_i2_2_1_, subscripti0_.student_id as student_3_2_1_, subscripti0_.subscription_date as subscrip1_2_1_, course1_.id as id1_0_2_, course1_.description as descript2_0_2_, course1_.duration as duration3_0_2_, course1_.name as name4_0_2_, course1_.price as price5_0_2_, course1_.price_per_hour as price_pe6_0_2_, course1_.students_count as students7_0_2_, course1_.teacher_id as teacher_9_0_2_, course1_.type as type8_0_2_ from Subscriptions subscripti0_ inner join Courses course1_ on subscripti0_.course_id=course1_.id where subscripti0_.student_id=?
07:02:02.299 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy:  Starting root collection : entities.Student.courses
07:02:02.299 [main] DEBUG	o.h.l.p.b.i.s.QuerySpacesImpl: Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@c7f4457]
07:02:02.299 [main] DEBUG	o.h.l.p.b.i.s.QuerySpacesImpl: Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@12e12ac9]
07:02:02.299 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: Pushing collection reference to stack : org.hibernate.loader.plan.build.internal.returns.CollectionReturnImpl@5e230fc6
07:02:02.300 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy:  Registering AssociationKey : AssociationKey(table=Subscriptions, columns={student_id}) -> null
07:02:02.300 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy:  Starting collection element graph : entities.Student.courses
07:02:02.300 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: Pushing fetch source to stack : org.hibernate.loader.plan.build.internal.returns.CollectionFetchableElementEntityGraph@7a8341c1
07:02:02.300 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: .. Registering AssociationKey : AssociationKey(table=Subscriptions, columns={course_id}) -> org.hibernate.loader.plan.build.internal.returns.CollectionFetchableElementEntityGraph@7a8341c1
07:02:02.300 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >> Starting entity identifier : entities.Course
07:02:02.300 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : description
07:02:02.300 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >> Starting attribute Attribute(name=description, type=string [non-identifier])
07:02:02.300 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: << Finishing up attribute : Attribute(name=description, type=string [non-identifier])
07:02:02.300 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : duration
07:02:02.300 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >> Starting attribute Attribute(name=duration, type=integer [non-identifier])
07:02:02.300 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: << Finishing up attribute : Attribute(name=duration, type=integer [non-identifier])
07:02:02.300 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : name
07:02:02.300 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >> Starting attribute Attribute(name=name, type=string [non-identifier])
07:02:02.300 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: << Finishing up attribute : Attribute(name=name, type=string [non-identifier])
07:02:02.300 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : price
07:02:02.300 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >> Starting attribute Attribute(name=price, type=integer [non-identifier])
07:02:02.300 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: << Finishing up attribute : Attribute(name=price, type=integer [non-identifier])
07:02:02.300 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : pricePerHour
07:02:02.300 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >> Starting attribute Attribute(name=pricePerHour, type=float [non-identifier])
07:02:02.300 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: << Finishing up attribute : Attribute(name=pricePerHour, type=float [non-identifier])
07:02:02.300 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : students
07:02:02.300 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Property path deemed to be circular : students
07:02:02.300 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : studentsCount
07:02:02.300 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >> Starting attribute Attribute(name=studentsCount, type=integer [non-identifier])
07:02:02.300 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: << Finishing up attribute : Attribute(name=studentsCount, type=integer [non-identifier])
07:02:02.300 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : subscriptions
07:02:02.300 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Property path deemed to be circular : subscriptions
07:02:02.300 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : teacher
07:02:02.300 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >> Starting attribute Attribute(name=teacher, type=entities.Teacher [non-identifier,association])
07:02:02.301 [main] DEBUG	o.h.l.p.b.i.s.QuerySpacesImpl: Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@ca8ef3a]
07:02:02.301 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: Pushing fetch source to stack : org.hibernate.loader.plan.build.internal.returns.EntityAttributeFetchImpl@17043b04
07:02:02.301 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: .... Registering AssociationKey : AssociationKey(table=Courses, columns={teacher_id}) -> org.hibernate.loader.plan.build.internal.returns.EntityAttributeFetchImpl@17043b04
07:02:02.301 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >>>> Starting entity identifier : entities.Teacher
07:02:02.301 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : teacher.age
07:02:02.301 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >>>> Starting attribute Attribute(name=age, type=integer [non-identifier])
07:02:02.301 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: <<<< Finishing up attribute : Attribute(name=age, type=integer [non-identifier])
07:02:02.301 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : teacher.courses
07:02:02.301 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Property path deemed to be circular : teacher.courses
07:02:02.301 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : teacher.name
07:02:02.301 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >>>> Starting attribute Attribute(name=name, type=string [non-identifier])
07:02:02.301 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: <<<< Finishing up attribute : Attribute(name=name, type=string [non-identifier])
07:02:02.301 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : teacher.salary
07:02:02.301 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >>>> Starting attribute Attribute(name=salary, type=integer [non-identifier])
07:02:02.301 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: <<<< Finishing up attribute : Attribute(name=salary, type=integer [non-identifier])
07:02:02.301 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: Popped fetch owner from stack : org.hibernate.loader.plan.build.internal.returns.EntityAttributeFetchImpl@17043b04
07:02:02.301 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: << Finishing up attribute : Attribute(name=teacher, type=entities.Teacher [non-identifier,association])
07:02:02.301 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : type
07:02:02.301 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >> Starting attribute Attribute(name=type, type=org.hibernate.type.EnumType [non-identifier])
07:02:02.301 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: << Finishing up attribute : Attribute(name=type, type=org.hibernate.type.EnumType [non-identifier])
07:02:02.301 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: Popped fetch owner from stack : org.hibernate.loader.plan.build.internal.returns.CollectionFetchableElementEntityGraph@7a8341c1
07:02:02.301 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy:  Finished collection element graph : entities.Student.courses
07:02:02.301 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: Popped collection reference from stack : org.hibernate.loader.plan.build.internal.returns.CollectionReturnImpl@5e230fc6
07:02:02.302 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy:  Finished root collection : entities.Student.courses
07:02:02.302 [main] DEBUG	o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy: Building LoadPlan...
07:02:02.303 [main] DEBUG	o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor: processing queryspace <gen:0>
07:02:02.304 [main] DEBUG	o.h.l.p.b.s.LoadPlanTreePrinter: LoadPlan(collection=entities.Student.courses)
    - Returns
       - CollectionReturnImpl(collection=entities.Student.courses, querySpaceUid=<gen:0>, path=[entities.Student.courses])
          - (collection element) CollectionFetchableElementEntityGraph(entity=entities.Course, querySpaceUid=<gen:1>, path=[entities.Student.courses].<elements>)
             - EntityAttributeFetchImpl(entity=entities.Teacher, querySpaceUid=<gen:2>, path=[entities.Student.courses].<elements>.teacher)
    - QuerySpaces
       - CollectionQuerySpaceImpl(uid=<gen:0>, collection=entities.Student.courses)
          - SQL table alias mapping - courses0_
          - alias suffix - 0_
          - suffixed key columns - {student_3_2_0_}
          - entity-element alias suffix - 1_
          - 1_entity-element suffixed key columns - id1_0_1_
          - JOIN (JoinDefinedByMetadata(elements)) : <gen:0> -> <gen:1>
             - EntityQuerySpaceImpl(uid=<gen:1>, entity=entities.Course)
                - SQL table alias mapping - course1_
                - alias suffix - 1_
                - suffixed key columns - {id1_0_1_}
                - JOIN (JoinDefinedByMetadata(teacher)) : <gen:1> -> <gen:2>
                   - EntityQuerySpaceImpl(uid=<gen:2>, entity=entities.Teacher)
                      - SQL table alias mapping - teacher2_
                      - alias suffix - 2_
                      - suffixed key columns - {id1_3_2_}

07:02:02.304 [main] DEBUG	o.h.l.c.p.CollectionLoader: Static select for collection entities.Student.courses: select courses0_.student_id as student_3_2_0_, courses0_.course_id as course_i2_2_0_, course1_.id as id1_0_1_, course1_.description as descript2_0_1_, course1_.duration as duration3_0_1_, course1_.name as name4_0_1_, course1_.price as price5_0_1_, course1_.price_per_hour as price_pe6_0_1_, course1_.students_count as students7_0_1_, course1_.teacher_id as teacher_9_0_1_, course1_.type as type8_0_1_, teacher2_.id as id1_3_2_, teacher2_.age as age2_3_2_, teacher2_.name as name3_3_2_, teacher2_.salary as salary4_3_2_ from Subscriptions courses0_ inner join Courses course1_ on courses0_.course_id=course1_.id left outer join Teachers teacher2_ on course1_.teacher_id=teacher2_.id where courses0_.student_id=?
07:02:02.304 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy:  Starting root collection : entities.Course.students
07:02:02.304 [main] DEBUG	o.h.l.p.b.i.s.QuerySpacesImpl: Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@7ba93755]
07:02:02.304 [main] DEBUG	o.h.l.p.b.i.s.QuerySpacesImpl: Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@22dc59b2]
07:02:02.304 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: Pushing collection reference to stack : org.hibernate.loader.plan.build.internal.returns.CollectionReturnImpl@33e434c8
07:02:02.304 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy:  Registering AssociationKey : AssociationKey(table=Subscriptions, columns={course_id}) -> null
07:02:02.304 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy:  Starting collection element graph : entities.Course.students
07:02:02.304 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: Pushing fetch source to stack : org.hibernate.loader.plan.build.internal.returns.CollectionFetchableElementEntityGraph@546394ed
07:02:02.304 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: .. Registering AssociationKey : AssociationKey(table=Subscriptions, columns={student_id}) -> org.hibernate.loader.plan.build.internal.returns.CollectionFetchableElementEntityGraph@546394ed
07:02:02.304 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >> Starting entity identifier : entities.Student
07:02:02.304 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : age
07:02:02.305 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >> Starting attribute Attribute(name=age, type=integer [non-identifier])
07:02:02.305 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: << Finishing up attribute : Attribute(name=age, type=integer [non-identifier])
07:02:02.305 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : courses
07:02:02.305 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Property path deemed to be circular : courses
07:02:02.305 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : name
07:02:02.305 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >> Starting attribute Attribute(name=name, type=string [non-identifier])
07:02:02.305 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: << Finishing up attribute : Attribute(name=name, type=string [non-identifier])
07:02:02.305 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : registrationDate
07:02:02.305 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >> Starting attribute Attribute(name=registrationDate, type=timestamp [non-identifier])
07:02:02.305 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: << Finishing up attribute : Attribute(name=registrationDate, type=timestamp [non-identifier])
07:02:02.305 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : subscriptions
07:02:02.305 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Property path deemed to be circular : subscriptions
07:02:02.305 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: Popped fetch owner from stack : org.hibernate.loader.plan.build.internal.returns.CollectionFetchableElementEntityGraph@546394ed
07:02:02.305 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy:  Finished collection element graph : entities.Course.students
07:02:02.305 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: Popped collection reference from stack : org.hibernate.loader.plan.build.internal.returns.CollectionReturnImpl@33e434c8
07:02:02.305 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy:  Finished root collection : entities.Course.students
07:02:02.305 [main] DEBUG	o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy: Building LoadPlan...
07:02:02.306 [main] DEBUG	o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor: processing queryspace <gen:0>
07:02:02.306 [main] DEBUG	o.h.l.p.b.s.LoadPlanTreePrinter: LoadPlan(collection=entities.Course.students)
    - Returns
       - CollectionReturnImpl(collection=entities.Course.students, querySpaceUid=<gen:0>, path=[entities.Course.students])
          - (collection element) CollectionFetchableElementEntityGraph(entity=entities.Student, querySpaceUid=<gen:1>, path=[entities.Course.students].<elements>)
    - QuerySpaces
       - CollectionQuerySpaceImpl(uid=<gen:0>, collection=entities.Course.students)
          - SQL table alias mapping - students0_
          - alias suffix - 0_
          - suffixed key columns - {course_i2_2_0_}
          - entity-element alias suffix - 1_
          - 1_entity-element suffixed key columns - id1_1_1_
          - JOIN (JoinDefinedByMetadata(elements)) : <gen:0> -> <gen:1>
             - EntityQuerySpaceImpl(uid=<gen:1>, entity=entities.Student)
                - SQL table alias mapping - student1_
                - alias suffix - 1_
                - suffixed key columns - {id1_1_1_}

07:02:02.306 [main] DEBUG	o.h.l.c.p.CollectionLoader: Static select for collection entities.Course.students: select students0_.course_id as course_i2_2_0_, students0_.student_id as student_3_2_0_, student1_.id as id1_1_1_, student1_.age as age2_1_1_, student1_.name as name3_1_1_, student1_.registration_date as registra4_1_1_ from Subscriptions students0_ inner join Students student1_ on students0_.student_id=student1_.id where students0_.course_id=?
07:02:02.306 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy:  Starting root collection : entities.Course.subscriptions
07:02:02.306 [main] DEBUG	o.h.l.p.b.i.s.QuerySpacesImpl: Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@664212ab]
07:02:02.306 [main] DEBUG	o.h.l.p.b.i.s.QuerySpacesImpl: Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@2693c618]
07:02:02.306 [main] DEBUG	o.h.l.p.b.i.s.QuerySpacesImpl: Adding QuerySpace : uid = <gen:1>-id -> org.hibernate.loader.plan.build.internal.spaces.CompositeQuerySpaceImpl@3443e476]
07:02:02.306 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: Pushing collection reference to stack : org.hibernate.loader.plan.build.internal.returns.CollectionReturnImpl@7ccfdaef
07:02:02.306 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy:  Registering AssociationKey : AssociationKey(table=Subscriptions, columns={course_id}) -> null
07:02:02.306 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy:  Starting collection element graph : entities.Course.subscriptions
07:02:02.306 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: Pushing fetch source to stack : org.hibernate.loader.plan.build.internal.returns.CollectionFetchableElementEntityGraph@a6e4897
07:02:02.306 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >> Starting entity identifier : entities.Subscription
07:02:02.306 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: Pushing fetch source to stack : org.hibernate.loader.plan.build.internal.returns.EncapsulatedEntityIdentifierDescription@32f5ecc4
07:02:02.307 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >>>> Starting composite : key
07:02:02.307 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : course
07:02:02.307 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Property path deemed to be circular : course
07:02:02.307 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : student
