16:01:07.226 [main] DEBUG	appLog: Program start
16:01:08.639 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [type]
16:01:08.639 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [type]
16:01:08.639 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [type]
16:01:08.639 [main] DEBUG	o.h.c.a.PropertyBinder: Building property type
16:01:08.639 [main] TRACE	o.h.c.a.PropertyBinder: Cascading type with null
16:01:08.640 [main] DEBUG	o.h.c.AnnotationBinder: Binding entity from annotated class: entities.Student
16:01:08.641 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [DTYPE]
16:01:08.641 [main] DEBUG	o.h.c.Ejb3Column: Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
16:01:08.641 [main] DEBUG	o.h.c.a.EntityBinder: Import with entity name Student
16:01:08.641 [main] TRACE	o.h.b.i.InFlightMetadataCollectorImpl: Import: Student -> entities.Student
16:01:08.641 [main] TRACE	o.h.b.i.InFlightMetadataCollectorImpl: Import: entities.Student -> entities.Student
16:01:08.642 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [Students]
16:01:08.642 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [Students]
16:01:08.642 [main] DEBUG	o.h.c.a.EntityBinder: Bind entity entities.Student on table Students
16:01:08.668 [main] TRACE	o.h.c.AnnotationBinder: Processing annotations of entities.Student.id
16:01:08.668 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [id]
16:01:08.668 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [id]
16:01:08.668 [main] DEBUG	o.h.c.Ejb3Column: Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Students), mappingColumn=id, insertable=true, updatable=true, unique=false}
16:01:08.668 [main] DEBUG	o.h.c.a.PropertyBinder: MetadataSourceProcessor property id with lazy=false
16:01:08.668 [main] DEBUG	o.h.c.AbstractPropertyHolder: Attempting to locate auto-apply AttributeConverter for property [entities.Student:id]
16:01:08.669 [main] DEBUG	o.h.c.a.SimpleValueBinder: building SimpleValue for id
16:01:08.669 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [id]
16:01:08.669 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [id]
16:01:08.669 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [id]
16:01:08.669 [main] DEBUG	o.h.c.a.PropertyBinder: Building property id
16:01:08.669 [main] TRACE	o.h.c.a.PropertyBinder: Cascading id with null
16:01:08.669 [main] DEBUG	o.h.c.BinderHelper: #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(id)]), id, identity, , ...)
16:01:08.669 [main] TRACE	o.h.c.AnnotationBinder: Bind @Id on id
16:01:08.669 [main] TRACE	o.h.c.AnnotationBinder: Processing annotations of entities.Student.age
16:01:08.669 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [age]
16:01:08.669 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [age]
16:01:08.670 [main] DEBUG	o.h.c.Ejb3Column: Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Students), mappingColumn=age, insertable=true, updatable=true, unique=false}
16:01:08.670 [main] DEBUG	o.h.c.a.PropertyBinder: MetadataSourceProcessor property age with lazy=false
16:01:08.670 [main] DEBUG	o.h.c.AbstractPropertyHolder: Attempting to locate auto-apply AttributeConverter for property [entities.Student:age]
16:01:08.670 [main] DEBUG	o.h.c.a.SimpleValueBinder: building SimpleValue for age
16:01:08.670 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [age]
16:01:08.670 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [age]
16:01:08.670 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [age]
16:01:08.670 [main] DEBUG	o.h.c.a.PropertyBinder: Building property age
16:01:08.670 [main] TRACE	o.h.c.a.PropertyBinder: Cascading age with null
16:01:08.671 [main] TRACE	o.h.c.AnnotationBinder: Processing annotations of entities.Student.courses
16:01:08.671 [main] DEBUG	o.h.c.Ejb3Column: Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Students), mappingColumn=null, insertable=true, updatable=true, unique=false}
16:01:08.671 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [element]
16:01:08.671 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [element]
16:01:08.671 [main] DEBUG	o.h.c.Ejb3Column: Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Students), mappingColumn=element, insertable=true, updatable=true, unique=false}
16:01:08.671 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [courses_KEY]
16:01:08.671 [main] DEBUG	o.h.c.Ejb3Column: Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Students), mappingColumn=courses_KEY, insertable=true, updatable=true, unique=false}
16:01:08.671 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [courses_KEY]
16:01:08.672 [main] DEBUG	o.h.c.Ejb3Column: Binding column: Ejb3JoinColumn{logicalColumnName='courses_KEY', referencedColumn='null', mappedBy='null'}
16:01:08.672 [main] DEBUG	o.h.c.Ejb3Column: Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='students'}
16:01:08.672 [main] DEBUG	o.h.c.Ejb3Column: Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='students'}
16:01:08.672 [main] DEBUG	o.h.c.a.CollectionBinder: Collection role: entities.Student.courses
16:01:08.672 [main] DEBUG	o.h.c.a.PropertyBinder: Building property courses
16:01:08.672 [main] TRACE	o.h.c.a.PropertyBinder: Cascading courses with none
16:01:08.672 [main] TRACE	o.h.c.AnnotationBinder: Processing annotations of entities.Student.name
16:01:08.672 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [name]
16:01:08.672 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [name]
16:01:08.673 [main] DEBUG	o.h.c.Ejb3Column: Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Students), mappingColumn=name, insertable=true, updatable=true, unique=false}
16:01:08.673 [main] DEBUG	o.h.c.a.PropertyBinder: MetadataSourceProcessor property name with lazy=false
16:01:08.673 [main] DEBUG	o.h.c.AbstractPropertyHolder: Attempting to locate auto-apply AttributeConverter for property [entities.Student:name]
16:01:08.673 [main] DEBUG	o.h.c.a.SimpleValueBinder: building SimpleValue for name
16:01:08.673 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [name]
16:01:08.673 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [name]
16:01:08.673 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [name]
16:01:08.673 [main] DEBUG	o.h.c.a.PropertyBinder: Building property name
16:01:08.673 [main] TRACE	o.h.c.a.PropertyBinder: Cascading name with null
16:01:08.673 [main] TRACE	o.h.c.AnnotationBinder: Processing annotations of entities.Student.registrationDate
16:01:08.674 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [registration_date]
16:01:08.674 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [registration_date]
16:01:08.674 [main] DEBUG	o.h.c.Ejb3Column: Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Students), mappingColumn=registration_date, insertable=true, updatable=true, unique=false}
16:01:08.674 [main] DEBUG	o.h.c.a.PropertyBinder: MetadataSourceProcessor property registrationDate with lazy=false
16:01:08.674 [main] DEBUG	o.h.c.AbstractPropertyHolder: Attempting to locate auto-apply AttributeConverter for property [entities.Student:registrationDate]
16:01:08.674 [main] DEBUG	o.h.c.a.SimpleValueBinder: building SimpleValue for registrationDate
16:01:08.674 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [registration_date]
16:01:08.674 [main] DEBUG	o.h.c.a.PropertyBinder: Building property registrationDate
16:01:08.674 [main] TRACE	o.h.c.a.PropertyBinder: Cascading registrationDate with null
16:01:08.675 [main] DEBUG	o.h.c.AnnotationBinder: Binding entity from annotated class: entities.Teacher
16:01:08.675 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [DTYPE]
16:01:08.675 [main] DEBUG	o.h.c.Ejb3Column: Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
16:01:08.675 [main] DEBUG	o.h.c.a.EntityBinder: Import with entity name Teacher
16:01:08.675 [main] TRACE	o.h.b.i.InFlightMetadataCollectorImpl: Import: Teacher -> entities.Teacher
16:01:08.675 [main] TRACE	o.h.b.i.InFlightMetadataCollectorImpl: Import: entities.Teacher -> entities.Teacher
16:01:08.678 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [Teachers]
16:01:08.678 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [Teachers]
16:01:08.678 [main] DEBUG	o.h.c.a.EntityBinder: Bind entity entities.Teacher on table Teachers
16:01:08.680 [main] TRACE	o.h.c.AnnotationBinder: Processing annotations of entities.Teacher.id
16:01:08.681 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [id]
16:01:08.681 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [id]
16:01:08.681 [main] DEBUG	o.h.c.Ejb3Column: Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Teachers), mappingColumn=id, insertable=true, updatable=true, unique=false}
16:01:08.681 [main] DEBUG	o.h.c.a.PropertyBinder: MetadataSourceProcessor property id with lazy=false
16:01:08.681 [main] DEBUG	o.h.c.AbstractPropertyHolder: Attempting to locate auto-apply AttributeConverter for property [entities.Teacher:id]
16:01:08.681 [main] DEBUG	o.h.c.a.SimpleValueBinder: building SimpleValue for id
16:01:08.681 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [id]
16:01:08.681 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [id]
16:01:08.681 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [id]
16:01:08.682 [main] DEBUG	o.h.c.a.PropertyBinder: Building property id
16:01:08.682 [main] TRACE	o.h.c.a.PropertyBinder: Cascading id with null
16:01:08.682 [main] DEBUG	o.h.c.BinderHelper: #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(id)]), id, identity, , ...)
16:01:08.682 [main] TRACE	o.h.c.AnnotationBinder: Bind @Id on id
16:01:08.682 [main] TRACE	o.h.c.AnnotationBinder: Processing annotations of entities.Teacher.age
16:01:08.682 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [age]
16:01:08.682 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [age]
16:01:08.682 [main] DEBUG	o.h.c.Ejb3Column: Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Teachers), mappingColumn=age, insertable=true, updatable=true, unique=false}
16:01:08.682 [main] DEBUG	o.h.c.a.PropertyBinder: MetadataSourceProcessor property age with lazy=false
16:01:08.682 [main] DEBUG	o.h.c.AbstractPropertyHolder: Attempting to locate auto-apply AttributeConverter for property [entities.Teacher:age]
16:01:08.683 [main] DEBUG	o.h.c.a.SimpleValueBinder: building SimpleValue for age
16:01:08.683 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [age]
16:01:08.683 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [age]
16:01:08.683 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [age]
16:01:08.683 [main] DEBUG	o.h.c.a.PropertyBinder: Building property age
16:01:08.683 [main] TRACE	o.h.c.a.PropertyBinder: Cascading age with null
16:01:08.683 [main] TRACE	o.h.c.AnnotationBinder: Processing annotations of entities.Teacher.courses
16:01:08.683 [main] DEBUG	o.h.c.Ejb3Column: Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='teacher'}
16:01:08.683 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [courses]
16:01:08.683 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [courses]
16:01:08.683 [main] DEBUG	o.h.c.Ejb3Column: Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Teachers), mappingColumn=courses, insertable=true, updatable=true, unique=false}
16:01:08.683 [main] DEBUG	o.h.c.Ejb3Column: Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Teachers), mappingColumn=null, insertable=true, updatable=true, unique=false}
16:01:08.683 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [element]
16:01:08.684 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [element]
16:01:08.684 [main] DEBUG	o.h.c.Ejb3Column: Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Teachers), mappingColumn=element, insertable=true, updatable=true, unique=false}
16:01:08.684 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [courses_KEY]
16:01:08.684 [main] DEBUG	o.h.c.Ejb3Column: Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Teachers), mappingColumn=courses_KEY, insertable=true, updatable=true, unique=false}
16:01:08.684 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [courses_KEY]
16:01:08.685 [main] DEBUG	o.h.c.Ejb3Column: Binding column: Ejb3JoinColumn{logicalColumnName='courses_KEY', referencedColumn='null', mappedBy='null'}
16:01:08.685 [main] DEBUG	o.h.c.Ejb3Column: Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='teacher'}
16:01:08.685 [main] DEBUG	o.h.c.Ejb3Column: Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='teacher'}
16:01:08.685 [main] DEBUG	o.h.c.a.CollectionBinder: Collection role: entities.Teacher.courses
16:01:08.685 [main] DEBUG	o.h.c.a.PropertyBinder: Building property courses
16:01:08.686 [main] TRACE	o.h.c.a.PropertyBinder: Cascading courses with none
16:01:08.686 [main] TRACE	o.h.c.AnnotationBinder: Processing annotations of entities.Teacher.name
16:01:08.686 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [name]
16:01:08.686 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [name]
16:01:08.686 [main] DEBUG	o.h.c.Ejb3Column: Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Teachers), mappingColumn=name, insertable=true, updatable=true, unique=false}
16:01:08.686 [main] DEBUG	o.h.c.a.PropertyBinder: MetadataSourceProcessor property name with lazy=false
16:01:08.686 [main] DEBUG	o.h.c.AbstractPropertyHolder: Attempting to locate auto-apply AttributeConverter for property [entities.Teacher:name]
16:01:08.686 [main] DEBUG	o.h.c.a.SimpleValueBinder: building SimpleValue for name
16:01:08.686 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [name]
16:01:08.686 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [name]
16:01:08.686 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [name]
16:01:08.686 [main] DEBUG	o.h.c.a.PropertyBinder: Building property name
16:01:08.686 [main] TRACE	o.h.c.a.PropertyBinder: Cascading name with null
16:01:08.686 [main] TRACE	o.h.c.AnnotationBinder: Processing annotations of entities.Teacher.salary
16:01:08.686 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [salary]
16:01:08.686 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [salary]
16:01:08.687 [main] DEBUG	o.h.c.Ejb3Column: Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Teachers), mappingColumn=salary, insertable=true, updatable=true, unique=false}
16:01:08.687 [main] DEBUG	o.h.c.a.PropertyBinder: MetadataSourceProcessor property salary with lazy=false
16:01:08.687 [main] DEBUG	o.h.c.AbstractPropertyHolder: Attempting to locate auto-apply AttributeConverter for property [entities.Teacher:salary]
16:01:08.687 [main] DEBUG	o.h.c.a.SimpleValueBinder: building SimpleValue for salary
16:01:08.687 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [salary]
16:01:08.687 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [salary]
16:01:08.687 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [salary]
16:01:08.687 [main] DEBUG	o.h.c.a.PropertyBinder: Building property salary
16:01:08.687 [main] TRACE	o.h.c.a.PropertyBinder: Cascading salary with null
16:01:08.688 [main] DEBUG	o.h.c.a.SimpleValueBinder: Starting fillSimpleValue for id
16:01:08.688 [main] DEBUG	o.h.c.a.SimpleValueBinder: Starting fillSimpleValue for description
16:01:08.688 [main] DEBUG	o.h.c.a.SimpleValueBinder: Starting fillSimpleValue for duration
16:01:08.688 [main] DEBUG	o.h.c.a.SimpleValueBinder: Starting fillSimpleValue for name
16:01:08.688 [main] DEBUG	o.h.c.a.SimpleValueBinder: Starting fillSimpleValue for price
16:01:08.688 [main] DEBUG	o.h.c.a.SimpleValueBinder: Starting fillSimpleValue for pricePerHour
16:01:08.688 [main] DEBUG	o.h.c.a.SimpleValueBinder: Starting fillSimpleValue for studentsCount
16:01:08.688 [main] DEBUG	o.h.c.a.SimpleValueBinder: Starting fillSimpleValue for type
16:01:08.689 [main] DEBUG	o.h.c.a.SimpleValueBinder: Starting fillSimpleValue for id
16:01:08.689 [main] DEBUG	o.h.c.a.SimpleValueBinder: Starting fillSimpleValue for age
16:01:08.689 [main] DEBUG	o.h.c.a.SimpleValueBinder: Starting fillSimpleValue for name
16:01:08.689 [main] DEBUG	o.h.c.a.SimpleValueBinder: Starting fillSimpleValue for registrationDate
16:01:08.689 [main] DEBUG	o.h.c.a.SimpleValueBinder: Starting fillSimpleValue for id
16:01:08.689 [main] DEBUG	o.h.c.a.SimpleValueBinder: Starting fillSimpleValue for age
16:01:08.689 [main] DEBUG	o.h.c.a.SimpleValueBinder: Starting fillSimpleValue for name
16:01:08.690 [main] DEBUG	o.h.c.a.SimpleValueBinder: Starting fillSimpleValue for salary
16:01:08.690 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [id]
16:01:08.691 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [Teachers]
16:01:08.691 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [id]
16:01:08.691 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [teacher_id]
16:01:08.691 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [teacher_id]
16:01:08.691 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [id]
16:01:08.691 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [teacher_id]
16:01:08.691 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [teacher_id]
16:01:08.694 [main] DEBUG	o.h.m.PrimaryKey: Forcing column [id] to be non-null as it is part of the primary key for table [courses]
16:01:08.695 [main] DEBUG	o.h.m.PrimaryKey: Forcing column [id] to be non-null as it is part of the primary key for table [students]
16:01:08.695 [main] DEBUG	o.h.m.PrimaryKey: Forcing column [id] to be non-null as it is part of the primary key for table [teachers]
16:01:08.695 [main] DEBUG	o.h.c.CollectionSecondPass: Second pass for collection: entities.Course.students
16:01:08.695 [main] DEBUG	o.h.c.a.CollectionBinder: Binding as ManyToMany: entities.Course.students
16:01:08.695 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [null]
16:01:08.696 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [Subscriptions]
16:01:08.696 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [Subscriptions]
16:01:08.697 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [id]
16:01:08.697 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [id]
16:01:08.697 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [id]
16:01:08.697 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [id]
16:01:08.697 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [id]
16:01:08.698 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [course_id]
16:01:08.698 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [id]
16:01:08.698 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [course_id]
16:01:08.698 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [course_id]
16:01:08.698 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [id]
16:01:08.698 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [id]
16:01:08.698 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [id]
16:01:08.698 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [id]
16:01:08.698 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [id]
16:01:08.698 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [student_id]
16:01:08.698 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [id]
16:01:08.698 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [student_id]
16:01:08.698 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [student_id]
16:01:08.699 [main] DEBUG	o.h.c.CollectionSecondPass: Mapped collection key: course_id, element: student_id
16:01:08.699 [main] DEBUG	o.h.c.CollectionSecondPass: Second pass for collection: entities.Student.courses
16:01:08.700 [main] DEBUG	o.h.c.a.CollectionBinder: Binding as ManyToMany: entities.Student.courses
16:01:08.700 [main] DEBUG	o.h.c.a.TableBinder: Retrieving property entities.Course.students
16:01:08.700 [main] DEBUG	o.h.c.CollectionSecondPass: Mapped collection key: student_id, element: course_id
16:01:08.700 [main] DEBUG	o.h.c.CollectionSecondPass: Second pass for collection: entities.Teacher.courses
16:01:08.700 [main] DEBUG	o.h.c.a.CollectionBinder: Binding a OneToMany: entities.Teacher.courses through a foreign key
16:01:08.700 [main] DEBUG	o.h.c.a.CollectionBinder: Mapping collection: entities.Teacher.courses -> Courses
16:01:08.700 [main] DEBUG	o.h.c.a.TableBinder: Retrieving property entities.Course.teacher
16:01:08.700 [main] DEBUG	o.h.c.CollectionSecondPass: Mapped collection key: teacher_id, one-to-many: entities.Course
16:01:08.700 [main] DEBUG	o.h.b.i.InFlightMetadataCollectorImpl: Resolving reference to class: entities.Teacher
16:01:08.701 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [teacher_id]
16:01:08.702 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [FKlh7h0e6520had3hsyxofcuk72]
16:01:08.702 [main] DEBUG	o.h.b.i.InFlightMetadataCollectorImpl: Resolving reference to class: entities.Student
16:01:08.702 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [student_id]
16:01:08.703 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [FKisa8wpnt1g7tpl5kqj1bttpyo]
16:01:08.703 [main] DEBUG	o.h.b.i.InFlightMetadataCollectorImpl: Resolving reference to class: entities.Course
16:01:08.703 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [course_id]
16:01:08.703 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [FKj4g17dhgs1bvb8bcxxi0eolb0]
16:01:08.704 [main] DEBUG	o.h.b.i.InFlightMetadataCollectorImpl: Resolving reference to class: entities.Teacher
16:01:08.704 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [teacher_id]
16:01:08.704 [main] DEBUG	o.h.b.i.InFlightMetadataCollectorImpl: Resolving reference to class: entities.Student
16:01:08.704 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [student_id]
16:01:08.704 [main] DEBUG	o.h.b.i.InFlightMetadataCollectorImpl: Resolving reference to class: entities.Course
16:01:08.704 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [course_id]
16:01:08.717 [main] TRACE	o.h.l.BatchFetchStyle: Interpreting BatchFetchStyle from setting : null
16:01:08.718 [main] TRACE	o.h.s.i.AbstractServiceRegistryImpl: Initializing service [role=org.hibernate.resource.transaction.spi.TransactionCoordinatorBuilder]
16:01:08.724 [main] DEBUG	o.h.t.EnumType: Using NAMED-based conversion for Enum enums.CourseType
16:01:08.725 [main] TRACE	o.h.s.i.AbstractServiceRegistryImpl: Initializing service [role=org.hibernate.bytecode.spi.BytecodeProvider]
16:01:08.736 [main] DEBUG	o.h.i.SessionFactoryImpl: Building session factory
16:01:08.737 [main] DEBUG	o.h.c.Settings: SessionFactory name : null
16:01:08.737 [main] DEBUG	o.h.c.Settings: Automatic flush during beforeCompletion(): enabled
16:01:08.737 [main] DEBUG	o.h.c.Settings: Automatic session close at end of transaction: disabled
16:01:08.737 [main] DEBUG	o.h.c.Settings: Statistics: disabled
16:01:08.737 [main] DEBUG	o.h.c.Settings: Deleted entity synthetic identifier rollback: disabled
